techo,catedral,2.42,N,0.46,2.42,4.85,4.86,4,0.46,1,1.57
frijol,café,5.15,N,0.46,5.15,5,4.81,4,0.46,1,1.52
madera,papel,2.88,N,0.44,2.88,4.85,4.93,4,0.44,0,1.55
superior,lateral,1.9,N,0.43,1.9,3.93,3.68,3,0.43,0,1.29
delito,fraude,5.65,N,0.42,5.65,3.03,1.68,1,0.42,0,1.18
dolor,daño,5.38,N,0.42,5.38,3.5,2.62,2,0.42,0,0.95
amante,compañero,5.97,N,0.42,5.97,3.68,3.75,3,0.42,0,0.8
tarde,anochecer,7.78,N,0.42,7.78,3.26,4.24,3,0.42,0,1.32
padre,hija,2.62,N,0.42,2.62,4.52,4.79,3,0.42,0,1.69
vino,licor,7.85,N,0.42,7.85,4.79,4.73,4,0.42,0,0.78
vaca,cabra,2.93,N,0.42,2.93,4.96,5,4,0.42,0,0.59
creencia,opinión,7.7,N,0.41,7.7,1.19,1.93,1,0.41,0,1.24
realidad,ilusión,1.42,N,0.41,1.42,1.72,2.48,1,0.41,0,1.36
pacto,acuerdo,9.02,N,0.41,9.02,2.52,2.22,1,0.41,0,1.2
riqueza,pobreza,1.27,N,0.41,1.27,2.63,2.54,1,0.41,0,1.47
accidente,emergencia,4.93,N,0.41,4.93,3.26,2.41,2,0.41,0,0.49
batalla,conquista,7.22,N,0.41,7.22,4,2.54,2,0.41,0,0.89
amigo,profesor,2.62,N,0.41,2.62,3.07,4.52,3,0.41,0,1.29
enfermedad,infección,6.9,N,0.41,6.9,3.54,4.1,3,0.41,0,1.28
juego,truco,2.32,N,0.41,2.32,4.5,3.36,3,0.41,0,1.02
hermano,hijo,3.48,N,0.41,3.48,4.43,4.14,3,0.41,0,1.61
tía,sobrino,3.1,N,0.41,3.1,4.17,4.48,3,0.41,0,1.31
trabajador,mecánico,4.92,N,0.41,4.92,4.59,4.38,3,0.41,0,1.2
médico,ortodoncista,5.58,N,0.41,5.58,4.69,4.43,3,0.41,0,1.25
roble,maple,6.03,N,0.41,6.03,4.82,4.46,3,0.41,0,0.39
abeja,reina,3.27,N,0.41,3.27,4.88,4.45,3,0.41,0,1.2
automóvil,bicicleta,3.47,N,0.41,3.47,4.89,4.89,4,0.41,0,1.68
metal,misión,5.83,N,0.4,5.83,3.06,2.87,2,0.4,0,1.31
agosto,mes,5.53,N,0.4,5.53,3.04,4.2,2,0.4,0,1.54
ejércicto,escuadrilla,5.08,N,0.4,5.08,4.7,3.65,3,0.4,0,1.61
nube,clima,4.87,N,0.4,4.87,4.54,3.83,3,0.4,0,0.94
doctor,médico,8.88,N,0.4,8.88,4.65,4.69,3,0.4,0,1.5
cañón,valle,6.75,N,0.4,6.75,4.81,4.72,4,0.4,0,1.39
río,valle,1.67,N,0.4,1.67,4.89,4.72,4,0.4,0,1.23
sol,cielo,2.27,N,0.39,2.27,4.83,4.45,3,0.39,0,1.67
objetivo,flecha,3.25,N,0.38,3.25,4.11,4.97,3,0.38,0,1.74
chocolate,pastel,2.27,N,0.38,2.27,4.72,4.92,4,0.38,0,1.79
circunstancia,situación,7.85,N,0.36,7.85,1.77,2.03,1,0.36,0,1.31
opinión,elección,5.43,N,0.36,5.43,1.93,1.9,1,0.36,0,1.5
ritmo,melodía,6.12,N,0.36,6.12,3.07,3.71,2,0.36,0,1.27
tripa,nerviosa,4.93,N,0.36,4.93,4.15,3.89,3,0.36,0,1.65
día,amanecer,5.47,N,0.36,5.47,3.92,4.46,3,0.36,0,1.45
ganado,res,7.03,N,0.36,7.03,4.64,4.74,3,0.36,0,1.53
médico,profesor,4.65,N,0.36,4.65,4.69,4.86,4,0.36,0,1.19
brazo,vena,3.65,N,0.36,3.65,4.96,4.63,4,0.36,0,1.62
habitación,baño,3.33,N,0.36,3.33,4.79,4.85,4,0.36,0,0.49
corporación,negocio,9.02,N,0.35,9.02,2.79,3.28,2,0.35,0,1.44
diversión,fútbol,1.97,N,0.35,1.97,1.97,4.73,2,0.35,0,1.43
colina,acantilado,4.28,N,0.35,4.28,4.93,4.71,4,0.35,0,1.26
hueso,tobillo,3.82,N,0.35,3.82,4.9,4.81,4,0.35,0,0.69
manzana,caramelo,2.08,N,0.35,2.08,5,4.83,4,0.35,0,0.75
ayudante,,5.58,N,0.34,5.58,3.39,4.64,3,0.34,0,0.44
líder,gerente,7.27,N,0.34,7.27,3.89,4.14,3,0.34,0,1.43
limón,té,1.6,N,0.34,1.6,5,4.69,4,0.34,0,1.33
abeja,hormiga,2.78,N,0.34,2.78,4.88,4.86,4,0.34,0,1.04
baloncesto,béisbol,4.92,N,0.34,4.92,4.97,4.86,4,0.34,0,0.93
arroz,frijol,2.72,N,0.34,2.72,4.86,5,4,0.34,0,1.27
cama,mueble,6.08,N,0.34,6.08,5,4.89,4,0.34,0,0.84
emoción,pasión,7.72,N,0.33,7.72,2.44,2.3,1,0.33,0,1.3
anarquía,caos,7.93,N,0.33,7.93,2.12,2.79,1,0.33,0,1.35
delito,violación,7.12,N,0.33,7.12,3.03,2.67,2,0.33,0,0.87
máquina,motor,5.58,N,0.33,5.58,4.25,4.86,3,0.33,0,1.95
playa,mar,4.68,N,0.33,4.68,4.79,4.79,4,0.33,0,1.08
callejón,tazón,1.53,N,0.33,1.53,4.82,4.87,4,0.33,0,0.51
tarro,botella,7.83,N,0.33,7.83,5,4.91,4,0.33,0,1.44
fuerza,capacidad,5.28,N,0.32,5.28,2.96,1.93,1,0.32,0,1.33
semilla,mostaza,3.48,N,0.32,3.48,4.71,4.93,4,0.32,0,0.59
guitarra,tambor,3.78,N,0.32,3.78,4.9,4.96,4,0.32,0,1.72
opinión,idea,5.7,N,0.31,5.7,1.93,1.61,1,0.31,0,1.29
norte,oeste,3.63,N,0.31,3.63,4.14,3.44,3,0.31,0,1.6
dieta,ensalada,2.98,N,0.31,2.98,3.21,4.97,3,0.31,0,1.6
madre,esposa,3.02,N,0.31,3.02,4.6,4.13,3,0.31,0,1.62
papá,madre,3.55,N,0.31,3.55,4.29,4.6,3,0.31,0,1.44
capitán,marinero,5,N,0.31,5,4.19,4.86,3,0.31,0,1.43
metro,,5.6,N,0.31,5.6,4.7,4.82,4,0.31,0,1.32
cerveza,champán,4.45,N,0.31,4.45,4.88,4.82,4,0.31,0,1.2
motor,barco,2.57,N,0.31,2.57,4.84,4.93,4,0.31,0,1.45
tarjeta,puente,1.97,N,0.31,1.97,4.9,4.97,4,0.31,0,1.69
ciencia,psicología,4.92,N,0.3,4.92,2.79,2.31,1,0.3,0,1.91
pecador,santo,1.6,N,0.3,1.6,3.07,3.45,2,0.3,0,1.39
destrucción,construcción,0.98,N,0.3,0.98,3.21,3.72,2,0.3,0,1.69
multitud,grupo,7.42,N,0.3,7.42,4.52,3.5,3,0.3,0,1.37
playa,arrecifes,3.77,N,0.3,3.77,4.79,4.7,4,0.3,0,1.85
hombre,niño,4.13,N,0.3,4.13,4.79,4.78,4,0.3,0,1.34
pan,queso,1.95,N,0.3,1.95,4.92,4.7,4,0.3,0,1.52
campión,ganador,8.73,N,0.29,8.73,3.82,3.21,2,0.29,0,1.15
celebración,ceremonia,7.72,N,0.29,7.72,3.47,3.57,2,0.29,0,0.61
menú,orden,3.62,N,0.29,3.62,4.67,2.79,3,0.29,0,1.42
rey,princesa,3.27,N,0.29,3.27,4.1,4.72,3,0.29,0,1.7
riqueza,prestigio,6.07,N,0.28,6.07,2.63,1.61,1,0.28,0,1.55
resistencia,fuerza,6.58,N,0.28,6.58,2,2.96,1,0.28,0,0.59
peligro,amenaza,8.78,N,0.28,8.78,2.68,2.52,2,0.28,0,1.56
dios,sacerdote,4.5,N,0.28,4.5,2.07,4.77,2,0.28,0,1.2
hombres,fraternidad,3.13,N,0.28,3.13,4.75,2.46,2,0.28,0,1.11
compañero,companía,8.65,N,0.28,8.65,3.48,3.75,2,0.28,0,1.64
profesor,ayudante,4.28,N,0.28,4.28,4.52,3.39,3,0.28,0,1.65
cuerpo,estomago,3.93,N,0.28,3.93,4.79,4.89,4,0.28,0,1.15
lengua,garganta,3.1,N,0.28,3.1,4.93,4.97,4,0.28,0,1.31
casa,alfombra,1.38,N,0.28,1.38,5,4.96,4,0.28,0,1.44
inteligencia,habilidad,5.35,N,0.27,5.35,2.24,2.17,1,0.27,0,1.29
jornada,conquista,4.72,N,0.27,4.72,2.57,2.54,1,0.27,0,1.12
dios,rezo,1.23,N,0.27,1.23,2.07,3.61,2,0.27,0,1.73
hermano,alma,0.97,N,0.27,0.97,4.43,1.86,2,0.27,0,1.18
adversario,oponente,9.05,N,0.27,9.05,2.93,3.52,2,0.27,0,1.4
muerte,catástrofe,4.13,N,0.27,4.13,3.73,2.96,2,0.27,0,1.46
monstruo,demonio,6.95,N,0.27,6.95,3.72,3.32,2,0.27,0,1.5
día,mañana,4.87,N,0.27,4.87,3.92,3.44,2,0.27,0,1.95
hombre,vencedor,1.9,N,0.27,1.9,4.79,2.88,3,0.27,0,1.67
amigo,chico,3.88,N,0.27,3.88,3.07,4.68,3,0.27,0,1.49
canción,historia,3.97,N,0.27,3.97,4.46,3.3,3,0.27,0,1.27
rayo,brillo,6.83,N,0.27,6.83,3.57,4.21,3,0.27,0,1.55
chico,espárrago,5.83,N,0.27,5.83,4.68,4,3,0.27,0,1.7
pollo,arroz,1.43,N,0.27,1.43,4.8,4.86,4,0.27,0,1.47
caja,ascensor,1.32,N,0.27,1.32,4.9,4.79,4,0.27,0,1.28
manteca,papa,1.22,N,0.27,1.22,4.9,4.85,4,0.27,0,1.19
apartamento,mobiliario,1.28,N,0.27,1.28,4.9,4.89,4,0.27,0,1.72
lago,pantano,4.92,N,0.27,4.92,4.88,4.96,4,0.27,0,1.6
ensalada,vinagre,1.13,N,0.27,1.13,4.97,4.89,4,0.27,0,1.65
flor,bulbo,4.48,N,0.27,4.48,5,4.93,4,0.27,0,1.27
nube,niebla,6.67,N,0.26,6.67,4.54,4.51,3,0.26,0,1.43
conductor,piloto,6.28,N,0.26,6.28,4.71,4.67,3,0.26,0,1.52
azúcar,miel,5.13,N,0.26,5.13,4.87,4.88,4,0.26,0,1.07
cuerpo,hombro,2.88,N,0.25,2.88,4.79,4.93,4,0.25,0,1.47
idea,imágen,3.55,N,0.24,3.55,1.61,3.85,2,0.24,0,1.47
padre,hermano,4.2,N,0.24,4.2,4.52,4.43,3,0.24,0,1.28
luna,planeta,5.87,N,0.24,5.87,4.9,4.58,4,0.24,0,1.57
pelota,vestimenta,2.32,N,0.24,2.32,5,4.57,4,0.24,0,1.02
ferrocarril,valla,5.22,N,0.24,5.22,4.9,4.82,4,0.24,0,1.17
habitación,cama,2.35,N,0.24,2.35,4.79,5,4,0.24,0,1.31
flor,arbusto,4.25,N,0.24,4.25,5,4.9,4,0.24,0,1.66
hueso,rodilla,4.17,N,0.24,4.17,4.9,5,4,0.24,0,1.64
brazo,rodilla,2.75,N,0.24,2.75,4.96,5,4,0.24,0,0.59
inferior,lateral,2.63,N,0.22,2.63,4.25,3.68,3,0.22,0,1.51
,vena,5.15,N,0.22,5.15,4.66,4.63,3,0.22,0,1.55
gato,conejo,2.37,N,0.22,2.37,4.86,4.93,4,0.22,0,1.67
carne,sándwich,2.35,N,0.22,2.35,4.9,4.9,4,0.22,0,1.69
creencia,concepto,5.08,N,0.21,5.08,1.19,1.41,1,0.21,0,1.44
inteligencia,visión,5.9,N,0.21,5.9,2.24,1.72,1,0.21,0,1.59
atención,interés,7.22,N,0.21,7.22,2.3,1.8,1,0.21,0,1.21
actitud,confianza,4.35,N,0.21,4.35,1.97,2.17,1,0.21,0,1.22
derecho,justicia,7.05,N,0.21,7.05,3.47,1.45,1,0.21,0,1.52
argumento,acuerdo,1.45,N,0.21,1.45,2.85,2.22,1,0.21,0,1.36
profundidad,magnitud,6.12,N,0.21,6.12,3.11,2.43,2,0.21,0,1.64
medio,noticia,3.65,N,0.21,3.65,3,3.41,2,0.21,0,1.3
ganador,candidato,2.78,N,0.21,2.78,3.21,3.81,2,0.21,0,1.29
cumpleaños,fecha,5.08,N,0.21,5.08,3.2,3.9,2,0.21,0,1.2
cuota,pago,7.15,N,0.21,7.15,3.89,3.91,3,0.21,0,1.56
biblia,himno,5.15,N,0.21,5.15,4.61,4.04,3,0.21,0,1.08
salida,entrada,5.5,N,0.21,5.5,3.93,4.75,3,0.21,0,1.73
hombre,centinela,3.25,N,0.21,3.25,4.79,4.04,3,0.21,0,1.22
,,6.35,N,0.21,6.35,4.35,4.67,3,0.21,0,0.96
whisky,ginebra,6.28,N,0.21,6.28,4.74,4.46,3,0.21,0,1.14
sangre,médula,3.4,N,0.21,3.4,4.86,4.48,3,0.21,0,1.17
aceite,,1.23,N,0.21,1.23,4.93,4.58,4,0.21,0,1.53
piso,cubierta,5.55,N,0.21,5.55,4.8,4.77,4,0.21,0,1.06
techo,piso,2.62,N,0.21,2.62,4.79,4.8,4,0.21,0,1.66
puerta,piso,1.67,N,0.21,1.67,4.81,4.8,4,0.21,0,0.39
hombro,cabeza,3.42,N,0.21,3.42,4.93,4.75,4,0.21,0,1.14
vagón,carro,7.7,N,0.21,7.7,4.89,4.86,4,0.21,0,1.84
automóvil,transporte,5.13,N,0.21,5.13,4.89,4.86,4,0.21,0,1.2
codo,tobillo,3.13,N,0.21,3.13,5,4.81,4,0.21,0,1.48
riqueza,fama,4.02,N,0.2,4.02,2.63,1.96,1,0.2,0,1.1
tristeza,vergüenza,4.77,N,0.2,4.77,2.36,2.24,1,0.2,0,1.52
administración,gestión,7.25,N,0.2,7.25,2.78,2.72,2,0.2,0,1.67
comunicación,conversación,8.02,N,0.2,8.02,2.9,3.28,2,0.2,0,0.88
contaminación,atmósfera,4.25,N,0.2,4.25,3.75,3.04,2,0.2,0,0.98
anatomía,biología,5.33,N,0.2,5.33,3.59,3.48,2,0.2,0,1.37
universidad,profesión,3.12,N,0.2,3.12,4.62,2.83,3,0.2,0,1.41
libro,tema,2.07,N,0.2,2.07,4.9,2.59,3,0.2,0,1.22
fórmula,ecuación,7.95,N,0.2,7.95,4.11,3.65,3,0.2,0,0.56
libro,información,5,N,0.2,5,4.9,2.87,3,0.2,0,1.13
muchacho,socio,1.9,N,0.2,1.9,4.76,3.53,3,0.2,0,1.54
cielo,universo,4.68,N,0.2,4.68,4.45,3.85,3,0.2,0,1.39
población,personas,7.68,N,0.2,7.68,3.64,4.82,3,0.2,0,0.8
universidad,clase,4.13,N,0.2,4.13,4.62,3.85,3,0.2,0,1.16
jefe,alcalde,4.85,N,0.2,4.85,4.26,4.37,3,0.2,0,1.25
rabino,ministro,7.62,N,0.2,7.62,4.64,4.22,3,0.2,0,1.35
metro,pulgada,5.08,N,0.2,5.08,4.7,4.37,3,0.2,0,1.19
poliéster,algodón,5.63,N,0.2,5.63,4.12,4.97,3,0.2,0,1.53
abogado,banquero,1.88,N,0.2,1.88,4.7,4.43,3,0.2,0,1.18
violín,instrumento,6.58,N,0.2,6.58,4.96,4.27,3,0.2,0,1.39
campamento,cabina,4.2,N,0.2,4.2,4.35,4.92,3,0.2,0,1.2
olla,aplicación,2.53,N,0.2,2.53,4.81,4.57,3,0.2,0,1.26
lino,tejido,7.47,N,0.2,7.47,4.8,4.63,3,0.2,0,1.26
whisky,champán,5.33,N,0.2,5.33,4.74,4.82,4,0.2,0,1.29
chica,niña,5.38,N,0.2,5.38,4.85,4.78,4,0.2,0,1.21
finca,cabina,7.72,N,0.2,7.72,4.85,4.92,4,0.2,0,1.47
ave,gallina,7.03,N,0.2,7.03,5,4.9,4,0.2,0,1.43
,ruido,8.1,N,0.19,8.1,4.26,3.52,3,0.19,0,1.49
atardecer,tarde,5.98,N,0.19,5.98,4.54,3.26,3,0.19,0,1.35
llovizna,lluvia,9.17,N,0.19,9.17,4.21,4.97,3,0.19,0,0.39
adulto,bebé,2.22,N,0.19,2.22,4.4,5,3,0.19,0,0.39
,carbón,7.63,N,0.19,7.63,4.85,4.66,4,0.19,0,1.43
cuerpo,columna,4.78,N,0.19,4.78,4.79,4.88,4,0.19,0,1.22
cabeza,clavo,2.47,N,0.19,2.47,4.75,4.93,4,0.19,0,1.4
,,8.05,N,0.19,8.05,4.96,4.9,4,0.19,0,1.12
cuchara,taza,2.02,N,0.19,2.02,4.96,5,4,0.19,0,0.9
cuerpo,nervio,3.13,N,0.18,3.13,4.79,3.89,3,0.18,0,1.12
hombre,esposo,5.32,N,0.18,5.32,4.79,4.11,3,0.18,0,1.71
hueso,cuello,2.53,N,0.18,2.53,4.9,5,4,0.18,0,1.05
frustración,furia,6.5,N,0.17,6.5,2.06,2.41,1,0.17,0,0.39
río,mar,5.72,N,0.17,5.72,4.89,4.79,4,0.17,0,0.39
tarea,trabajo,8.87,N,0.16,8.87,2.84,3.19,2,0.16,0,1.75
club,sociedad,5.23,N,0.16,5.23,3.78,2.54,2,0.16,0,1.59
reflejo,imágen,7.27,N,0.16,7.27,3.29,3.85,2,0.16,0,1.06
príncipe,rey,5.92,N,0.16,5.92,4.44,4.1,3,0.16,0,1.05
nieve,clima,5.48,N,0.16,5.48,4.85,3.83,3,0.16,0,1.36
gente,fiesta,2.2,N,0.16,2.2,4.82,3.89,3,0.16,0,1.42
muchacho,hermano,6.67,N,0.16,6.67,4.76,4.43,3,0.16,0,1.58
raíz,pasto,3.55,N,0.16,3.55,4.34,4.93,3,0.16,0,1.35
frente,ojo,3.82,N,0.16,3.82,4.39,4.9,3,0.16,0,1.41
dinero,perla,2.1,N,0.16,2.1,4.54,4.87,3,0.16,0,1.94
dinero,diamante,3.42,N,0.16,3.42,4.54,4.89,3,0.16,0,1.37
vehículo,autobus,6.47,N,0.16,6.47,4.64,4.9,4,0.16,0,1.38
taxi,autobus,5.6,N,0.16,5.6,4.88,4.9,4,0.16,0,1.64
casa,granero,4.33,N,0.16,4.33,5,4.79,4,0.16,0,1.6
dedo,palma,3.33,N,0.16,3.33,5,4.83,4,0.16,0,1.5
automóvil,puente,0.95,N,0.16,0.95,4.89,4.97,4,0.16,0,1.2
esfuerzo,dificultad,4.45,N,0.15,4.45,2.33,1.9,1,0.15,0,1.22
hecho,visón,4.77,N,0.15,4.77,2.72,1.72,1,0.15,0,1.11
trabajo,gestión,3.97,N,0.15,3.97,3.19,2.72,2,0.15,0,1.33
cáncer,enfermedad,7.93,N,0.15,7.93,3.86,3.45,2,0.15,0,1.57
palabra,periódico,2.47,N,0.15,2.47,3.56,4.82,3,0.15,0,0.94
compositor,escritor,6.58,N,0.15,6.58,4.37,4.32,3,0.15,0,0.8
actor,cantante,4.52,N,0.15,4.52,4.57,4.62,3,0.15,0,1.26
refugio,choza,6.47,N,0.15,6.47,4.64,4.65,3,0.15,0,1.59
baño,cocina,3.1,N,0.15,3.1,4.52,4.97,4,0.15,0,1.22
cabina,choza,6.53,N,0.15,6.53,4.92,4.65,4,0.15,0,1.37
puerta,cocina,1.67,N,0.15,1.67,4.81,4.97,4,0.15,0,0.44
valor,creencia,7.07,N,0.14,7.07,1.62,1.19,1,0.14,0,0.95
sabiduría,inteligencia,7.47,N,0.14,7.47,1.53,2.24,1,0.14,0,1.33
ingorancia,inteligencia,1.5,N,0.14,1.5,1.6,2.24,1,0.14,0,1.3
felicidad,suerte,2.38,N,0.14,2.38,2.6,1.33,1,0.14,0,1.2
idea,esquema,6.75,N,0.14,6.75,1.61,2.41,1,0.14,0,1.47
ánimo,emoción,8.12,N,0.14,8.12,1.75,2.44,1,0.14,0,1.64
felicidad,paz,6.03,N,0.14,6.03,2.6,1.62,1,0.14,0,1.35
desesperación,miseria,7.22,N,0.14,7.22,2.21,2.04,1,0.14,0,1.06
lógica,aritmética,3.97,N,0.14,3.97,1.72,2.74,1,0.14,0,1.81
negación,confesión,1.03,N,0.14,1.03,2.46,2.4,1,0.14,0,1.64
argumento,crítica,5.08,N,0.14,5.08,2.85,2.07,1,0.14,0,1.07
agresión,hostilidad,8.48,N,0.14,8.48,2.68,2.24,1,0.14,0,0.44
histeria,confusión,6.33,N,0.14,6.33,2.86,2.24,1,0.14,0,0.44
química,teoría,3.17,N,0.14,3.17,3.64,1.47,1,0.14,0,1.4
juicio,veredicto,3.33,N,0.14,3.33,3.07,2.19,2,0.14,0,1.18
comodidad,seguridad,5.8,N,0.14,5.8,2.89,2.37,2,0.14,0,1.21
confianza,,3.12,N,0.14,3.12,2.17,3.1,2,0.14,0,1.24
visión,percepción,6.88,N,0.14,6.88,3.39,2,2,0.14,0,1.31
era,década,5.4,N,0.14,5.4,2.24,3.19,2,0.14,0,1.02
biografía,ficción,1.38,N,0.14,1.38,3.39,2.14,2,0.14,0,1.24
discusión,argumento,5.48,N,0.14,5.48,3.07,2.85,2,0.14,0,1.43
código,símbolo,6.03,N,0.14,6.03,3,3.11,2,0.14,0,1.67
peligro,enfermedad,3,N,0.14,3,2.68,3.45,2,0.14,0,0.44
accidente,catástrofe,5.9,N,0.14,5.9,3.26,2.96,2,0.14,0,1.63
jornada,paseo,8.88,N,0.14,8.88,2.57,3.71,2,0.14,0,1.14
actividad,movimiento,7.15,N,0.14,7.15,2.72,3.63,2,0.14,0,1.1
chisme,noticia,5.22,N,0.14,5.22,3,3.41,2,0.14,0,1.21
padre,dios,3.57,N,0.14,3.57,4.52,2.07,2,0.14,0,1.31
acción,,5.45,N,0.14,5.45,2.86,3.82,2,0.14,0,1.75
fiebre,enfermedad,7.65,N,0.14,7.65,3.27,3.54,2,0.14,0,1.54
aviación,vuelo,8.18,N,0.14,8.18,3.39,3.9,2,0.14,0,1.83
juego,acción,4.85,N,0.14,4.85,4.5,2.86,2,0.14,0,1.12
molécula,aire,3.05,N,0.14,3.05,3.27,4.11,2,0.14,0,1.84
hogar,estado,2.58,N,0.14,2.58,4.11,3.52,3,0.14,0,1.6
palabra,literatura,4.77,N,0.14,4.77,3.56,4.1,3,0.14,0,0.59
adulto,guardían,6.9,N,0.14,6.9,4.4,3.28,3,0.14,0,1.19
periódico,información,5.65,N,0.14,5.65,4.82,2.87,3,0.14,0,1.31
comunicación,televisión,5.6,N,0.14,5.6,2.9,4.83,3,0.14,0,1.27
primo,tío,4.63,N,0.14,4.63,3.7,4.24,3,0.14,0,1.84
autor,lector,1.6,N,0.14,1.6,4.26,3.89,3,0.14,0,1.47
chico,socio,3.57,N,0.14,3.57,4.68,3.53,3,0.14,0,1.24
área,esquina,2.07,N,0.14,2.07,3.72,4.61,3,0.14,0,1.41
balada,canción,7.53,N,0.14,7.53,3.88,4.46,3,0.14,0,0.84
pared,decoración,2.62,N,0.14,2.62,4.86,3.53,3,0.14,0,0.89
palabra,página,2.92,N,0.14,2.92,3.56,4.9,3,0.14,0,0.99
enfermera,científico,2.08,N,0.14,2.08,4.39,4.24,3,0.14,0,1.06
político,presidente,7.38,N,0.14,7.38,4.33,4.4,3,0.14,0,1.05
presidente,alcalde,5.68,N,0.14,5.68,4.4,4.37,3,0.14,0,1.4
libro,ensayo,4.72,N,0.14,4.72,4.9,3.97,3,0.14,0,1.3
hombre,guerrero,4.72,N,0.14,4.72,4.79,4.17,3,0.14,0,1.03
artículo,revista,6.18,N,0.14,6.18,4.33,4.63,3,0.14,0,1.45
desayuno,cena,4.4,N,0.14,4.4,4.43,4.63,3,0.14,0,1.47
multitud,desfile,3.93,N,0.14,3.93,4.52,4.54,3,0.14,0,1.05
,pasillo,6.75,N,0.14,6.75,4.35,4.74,3,0.14,0,1.36
profesor,rabino,4.37,N,0.14,4.37,4.52,4.64,3,0.14,0,1.12
cadera,labio,1.43,N,0.14,1.43,4.21,4.96,3,0.14,0,1.45
libro,artículo,5.43,N,0.14,5.43,4.9,4.33,3,0.14,0,0.95
habitación,celda,4.58,N,0.14,4.58,4.79,4.44,3,0.14,0,1.28
caja,stand,3.8,N,0.14,3.8,4.9,4.42,3,0.14,0,1.38
hija,niña,4.17,N,0.14,4.17,4.79,4.56,3,0.14,0,1.24
extremidad,pierna,6.9,N,0.14,6.9,4.64,4.83,4,0.14,0,1.23
hígado,pulmón,2.7,N,0.14,2.7,4.68,4.82,4,0.14,0,1.38
aula,pasillo,2,N,0.14,2,4.76,4.74,4,0.14,0,1.23
montaña,cornisa,3.73,N,0.14,3.73,4.96,4.72,4,0.14,0,1.21
automóvil,ascensor,1.03,N,0.14,1.03,4.89,4.79,4,0.14,0,1.19
cama,sillón,3.42,N,0.14,3.42,5,4.71,4,0.14,0,1.85
ropa,botón,2.3,N,0.14,2.3,4.76,4.96,4,0.14,0,1.44
ropa,abrigo,5.35,N,0.14,5.35,4.76,4.97,4,0.14,0,1.37
riñón,órgano,6.17,N,0.14,6.17,4.96,4.77,4,0.14,0,0.95
manzana,salsa,1.43,N,0.14,1.43,5,4.75,4,0.14,0,2.11
pollo,churrasco,3.73,N,0.14,3.73,4.8,4.96,4,0.14,0,1.39
automóvil,manguera,0.87,N,0.14,0.87,4.89,4.87,4,0.14,0,0.78
tabaco,cigarrillo,7.5,N,0.14,7.5,4.88,4.88,4,0.14,0,1.49
estudiante,profesor,1.95,N,0.14,1.95,4.92,4.86,4,0.14,0,1.13
bebé,hija,5,N,0.14,5,5,4.79,4,0.14,0,1.29
pipa,cigarro,6.03,N,0.14,6.03,4.88,4.93,4,0.14,0,1.01
leche,jugo,4.05,N,0.14,4.05,4.92,4.89,4,0.14,0,1.46
caja,cigarro,1.25,N,0.14,1.25,4.9,4.93,4,0.14,0,1.89
apartamento,hotel,3.33,N,0.14,3.33,4.9,4.93,4,0.14,0,1.18
copa,cono,3.17,N,0.14,3.17,5,4.86,4,0.14,0,1.13
caballo,buey,3.02,N,0.14,3.02,5,4.86,4,0.14,0,1.18
garganta,nariz,2.8,N,0.14,2.8,4.97,4.89,4,0.14,0,1.12
hueso,diente,4.17,N,0.14,4.17,4.9,4.96,4,0.14,0,1.92
hueso,codo,3.78,N,0.14,3.78,4.9,5,4,0.14,0,1.58
tocino,frijol,1.22,N,0.14,1.22,4.9,5,4,0.14,0,0.92
copa,tarro,5.13,N,0.14,5.13,5,5,4,0.14,0,1.17
prueba,hecho,7.3,N,0.13,7.3,2.67,2.72,2,0.13,0,1.7
nombramiento,compromiso,6.75,N,0.13,6.75,3,2.75,2,0.13,0,1.59
cumpleaños,año,1.67,N,0.13,1.67,3.2,3.25,2,0.13,0,1.69
palabra,pista,2.53,N,0.13,2.53,3.56,2.93,2,0.13,0,1.65
autor,creador,8.02,N,0.13,8.02,4.26,3.07,2,0.13,0,1.5
átomo,carbono,3.1,N,0.13,3.1,3.34,4.22,3,0.13,0,0.93
arzobispo,obispo,7.05,N,0.13,7.05,4.14,4.21,3,0.13,0,1.59
carta,párrafo,4,N,0.13,4,4.7,3.96,3,0.13,0,1.12
página,párrafo,3.03,N,0.13,3.03,4.9,3.96,3,0.13,0,1.37
campanario,capilla,7.08,N,0.13,7.08,4.74,4.6,3,0.13,0,1.03
músculo,hueso,3.65,N,0.13,3.65,4.5,4.9,3,0.13,0,1.68
músculo,lengua,5,N,0.13,5,4.5,4.93,3,0.13,0,1.65
muchacho,soldado,2.15,N,0.13,2.15,4.76,4.72,4,0.13,0,1.51
vientre,abdomen,8.13,N,0.13,8.13,4.8,4.7,4,0.13,0,1.53
chico,chica,3.33,N,0.13,3.33,4.68,4.85,4,0.13,0,1.9
cama,silla,3.5,N,0.13,3.5,5,4.58,4,0.13,0,1.26
ropa,chaqueta,5.15,N,0.13,5.15,4.76,4.86,4,0.13,0,0.74
pistola,cuchillo,3.65,N,0.13,3.65,4.83,4.9,4,0.13,0,1.03
estaño,metal,5.63,N,0.13,5.63,4.87,4.87,4,0.13,0,1.15
botella,contenedor,7.93,N,0.13,7.93,4.91,4.85,4,0.13,0,1.38
gallina,pavo,6.13,N,0.13,6.13,4.9,4.89,4,0.13,0,1.6
carne,pan,1.67,N,0.13,1.67,4.9,4.92,4,0.13,0,1.62
